A mu sigma m b NIV_flux
2.862409553013316 1489.1671944220893 12.384231541467372 -0.0015236876432432635 5.4417500866055155 88.85682067930979
2.7761603263387133 1495.174151939891 10.994159627526308 0.0008890290627209647 5.137193458274538 76.50617966253479
4.8987884317179375 1495.337787484832 6.600011917034813 -0.00031231188790968784 5.3569075633391385 81.04446085743726
5.505900378866926 1495.9617241915444 5.164638400290923 -0.0024966913061654173 5.916780456866919 71.2784428270149
2.4238779782992657 1491.7549919371627 21.656233507642206 -0.00035327466073980856 5.063281279950776 131.57810056948804
2.0235870767683766 1495.0634142224906 23.182051870838876 -2.3931187228303213e-05 5.383481233774281 117.58818977923316
1.97385055217723 1495.428103872683 9.484953265231212 -0.0014357084706035834 5.680671787639725 46.928794363718715
2.379400516294024 1496.3314425526257 11.770614207399582 -0.002269598462945441 5.684455960920163 70.20315192965383
11.848557455256223 1496.2529447355387 3.546723144036436 -0.002223773651601422 5.733308157460094 105.33742602492977
2.3630877794613556 1495.1132435744387 15.115430331429877 -0.0005646143418305272 5.246996297555637 89.53447767320972
3.430840552521893 1492.6053582574848 16.83399638849994 -0.0012715104092582193 5.169004562155251 144.76970807044415
3.5770055725350365 1495.6978066237361 10.743768608240403 -0.001277299990584764 5.297542494764423 96.33102849623381
2.1252251664630206 1494.154022948553 13.757534323456174 -0.0030030664127214494 5.73372110697167 73.28844198531047
2.855580410561185 1494.6699973080383 12.68249210501389 -0.0013669400095265092 5.450584772416287 90.77973880264733
2.5809509708216622 1495.2147766397984 11.427583027176516 -0.0008841271672517059 5.427100414862958 73.93057331115224
2.505297247751278 1494.5829032653057 14.229453577408787 -0.0015768081466157862 5.369758708596768 89.35881864568292
2.736366806322601 1495.1408018805978 13.633807951394292 -0.0010700515348223247 5.458979762808707 93.51503050624889
8.732472909182691 1496.2249788300167 4.275959695811375 -0.0010618403228522546 5.215172485204331 93.59675331192545
7.389019851464876 1496.233408494925 4.6728902556237 -0.0011142409344109616 5.656496268578282 86.54905874548236
4.165454503385501 1495.5903775802985 6.018179601081575 -0.0018141057537389713 5.719658732597914 62.83729389695937
0.9986739236018316 1494.5504108394512 16.365417946418294 -0.002576048092064573 5.728924295682542 40.96762101897959
3.1343884602445495 1490.785396738507 67.22443368524425 0.004755712287833312 3.9709937478415647 528.1653500789179
2.2342200145507998 1492.2166586964904 14.699146509544175 -0.0008294381901042092 5.750690326500115 82.32049833221986
2.0438058004689514 1493.6030824785869 21.162120479234183 -0.0005676059730828751 5.643230943051463 108.41484272401598
2.2898525158169316 1493.7687658959264 14.877747892285235 -0.0012102079656696402 5.3700583333487 85.39543215765167
2.6594175621867406 1494.9858378930496 10.641173901025983 -0.0037124067910558924 5.7960672403313644 70.93588758302505
4.911619261408876 1496.2811862793658 4.718201258817886 -0.002273863359436737 5.8211978824541175 58.08862414556527
3.3352600720905166 1494.4665277083411 11.371680757376756 0.0004042190392990403 5.206303790521961 95.07017592739096
14.183735911045694 1496.4282095297988 3.4612320487218247 -0.0019101642354066328 5.509927355949678 123.05840648556563
1.5708158882991268 1491.9427280330274 11.373972464634434 -0.0019349145131591808 5.8693592206485095 44.7844651676092
8.603572911478988 1495.5958673389964 3.9653552767958575 -0.004190878659048088 5.686332236230484 85.5166898066104
1.5759871175831082 1492.2845478157853 9.532836700143354 -0.0007720062099179594 5.886698283083593 37.658650314857525
1.2569882946239992 1490.0498918087897 12.407261030723541 -0.0008833727521470112 5.626944629741626 39.09282783532206
1.9612124326062341 1494.6548164951255 12.985404545147622 -0.00022833584342339458 5.383703989721248 63.836645267929235
4.990798053910501 1495.7071597280303 5.5195983159699935 -0.0007059372191599862 5.373327116201127 69.05059174472947
4.704285943153293 1496.3981974779394 5.546333208002508 -0.002286594841383398 5.844239588693277 65.40178524120354
2.1878921442875754 1492.0151664858156 21.936553497781308 -0.0008157406665978901 5.11456900319369 120.3051554782447
1.4297006832681358 1494.5692808736017 31.928489247181094 0.0006541533185133537 5.170700602094097 114.4230259236524
4.687559934164886 1495.6404005912266 5.791441122331308 -0.0011835587119920239 5.596714474429439 68.04926100787803
