A mu sigma m b halpha_flux
3.2254630080419773 6567.324721899392 40.28521009410345 -0.0020618754289862783 -0.34636190196597005 325.70740508872694
3.0344822701557277 6564.26634340062 34.89173851777727 -0.0004433567959367642 -0.21570138592724547 265.3976956279628
3.3417718506717433 6572.146260248 29.013313137391915 0.001979409924591698 -0.017207373827699733 243.03233299739463
2.3659915790241914 6571.7256697686535 36.39458491356256 -0.00040710516643040743 -0.19662990939684838 215.84395953450476
3.7492949110675973 6570.651415770532 33.48611481767229 0.00017010647590002506 -0.2716879333287229 314.7054750651921
4.626221715830841 6563.69203871298 22.626484515595354 0.0004409505399207884 0.47521083991846913 262.3816505827081
3.335606691674556 6571.521617847317 23.85265906143534 0.000977409569994328 0.14264923026016965 199.43508895446152
2.4058158350022807 6571.235461744752 28.96179424255434 -0.0009664831620308696 -0.11448579771254722 174.65369458635323
5.317138135785539 6567.1215307491575 28.955315334773484 -0.0012656836167494816 -0.29063957793315076 385.9190137613376
4.646601713331146 6560.283078154922 31.17712310534495 0.00026253064910104735 -0.5367034182727605 363.1294068211067
3.360543701812328 6571.565422719968 14.963083281285702 0.0016733036599518773 0.5019691794345434 126.04353499463635
2.4868813489007557 6567.060453982587 26.257003392570553 0.0005254501811680333 -0.20083244666083624 163.67794345914373
3.216264146602077 6561.06184513212 25.904706650388334 -0.0003046512504561473 0.09353746763915616 208.84319191250395
3.5638407751721237 6565.586553988636 23.241732242717163 -0.002152620305796912 -0.3317492113840287 207.62360151168025
4.018516051016863 6560.523829729164 26.56654825149577 -0.0004383435784110802 -0.32782055077329036 267.60287343152794
3.8238444785971355 6570.64597080493 41.41996304535694 0.0005474155849216678 -0.3600995169385375 397.00855180181276
3.7235579736794264 6565.766512411398 22.038088090637938 0.0009308580873337499 -0.1566746573779937 205.69416345635798
2.282185414133376 6566.93301724599 38.568719036262564 0.00012864178917079233 -0.20150386876529816 220.635847215282
2.7727693197298944 6564.700425527607 43.647396828297104 0.0005457117537287233 -0.21112425940943053 303.3625884170473
3.2140997084768417 6571.180231835268 41.34743830900029 0.00021277880462742963 -0.5611526227194161 333.1178366993281
3.339364789578389 6573.316033469603 37.94134768860695 -0.0006859141625246257 -0.30680486928642114 317.58980375054387
3.7151638801396962 6573.655241590326 31.556179967461794 0.00046179961908757237 -0.578722979596414 293.8680249492074
6.0205078595583865 6559.402164937385 24.39605075253678 -0.000451181298894977 0.06535422024518789 368.1650767876483
4.510798727399453 6561.811661734434 28.614933779097857 0.0006361918882927934 -0.20121601973861747 323.5460697359334
3.632334480868344 6573.886762896103 24.7189736669025 -0.00033665533769402665 0.018229846628551927 225.06408769614106
4.110142233124488 6563.058675561094 32.82333359808514 2.8910818964614812e-05 -0.5400403748611058 338.1656351832976
