A mu sigma m b CIII_flux
3.4358617556204916 1907.0624716582538 8.339230060722029 0.0021182831841353887 3.6883859625040776 71.82102034440737
3.9553958416123525 1906.7838779239112 7.8546493831134185 -0.003439502327313055 3.666631605309673 77.87654764500682
4.28230477552734 1908.3021450986955 7.71572198919398 -0.0017773868853755352 3.644661613135046 82.82168810916545
3.6685359373153696 1906.625907390184 9.746129792392038 -0.005104481348891698 3.315384851371865 89.6220559955514
4.3226645312002985 1907.8428917435715 5.705049865734642 -0.0027438326308535793 3.5286540184297013 61.81600174973983
4.223584660365612 1906.840348440886 8.411569475307086 -0.00033223877030915793 3.4701987953791433 89.05292206621436
4.215165876377945 1908.927940144481 7.241386173277283 -0.0035967777144484247 3.808841231857172 76.51142883266041
3.5560359897926173 1906.1379176798332 10.974697246897298 -0.00790227357474417 3.3678870359295967 97.8247237865455
4.631210301773734 1908.015765471026 8.304990671563754 -0.007969646337260246 3.5421042738518693 96.41033363417526
3.620434341136429 1905.7156042282106 8.208102954556297 -0.00035932993596987043 3.4837689447640487 74.48921629052853
4.5036229125455165 1907.0022728101967 7.2120012188310145 -0.0010058334827226898 3.552383963223738 81.41562208385297
4.120532954388912 1907.3274337050093 7.662777585872386 0.003540055164464348 3.7712739316135555 79.1461048775478
4.224333680983035 1906.6895154119727 8.589755572677802 6.22789450726146e-05 3.4290609041890834 90.95549797469961
3.7890626614068643 1907.2602757638458 9.071848311838318 -0.008689836084065868 3.4281870552929368 86.16234326866805
3.996495216205412 1906.1408306945352 10.055886974383753 0.0005336732599240234 3.75119545586801 100.73713958667857
3.94816080638539 1908.283656422978 9.187488249616601 -0.001593643518280873 3.4860791939370377 90.92463446030953
3.779245032721134 1905.8533988290706 8.487599879125854 -0.0062105207043189 3.7242039687831237 80.40441251459715
3.9534275626776614 1907.8195542798965 6.813552074966952 0.001400883204270253 3.844408569706715 67.52075650093764
4.003429001251947 1908.689899847767 7.843067870507862 -0.003187534942875255 3.475034310698302 78.70603572021332
4.370417594674735 1907.1347017416356 8.841928480275795 -0.004429966107668066 3.4199818955627226 96.86343538761754
4.736093175171236 1907.782168878043 5.915467027830013 -0.008146632541288907 3.6804547886214625 70.22620663386469
3.4700576906751053 1908.2173620558951 9.204011904387436 -0.0031326703560295563 3.5712181465232664 80.05782756780508
4.017538174315876 1908.3551452198385 7.964836524366444 -0.001995334404322693 3.4954655382002717 80.2096853625762
3.7499309487987165 1906.0615085629115 8.683000868747428 0.0026750812874999337 3.508280824181208 81.61745517020208
3.204434251040427 1908.1993892769115 7.718959625582357 -0.0031857294008365705 3.7180380517789944 62.00119621747033
3.929396030833895 1905.0679361516768 9.203625766215415 -0.004058558648677775 3.3981735785703 90.65143588856255
4.031184559842268 1908.0402505804059 6.699681431076605 -0.007825477173065934 3.735260024051076 67.69814498889842
4.049763890229678 1906.5067305137698 9.64699022341179 -0.0007413572469616363 3.48432389386454 97.92903529016748
4.08131166026687 1907.345797631313 8.83685067229159 -0.0032736684929029368 3.477688139431639 90.4039091884914
3.476623830763102 1906.878475456614 7.672557879119768 -0.0039422115072067065 3.881223735683241 66.86330047197772
4.11621486991333 1907.2565595638496 10.328906786070831 -0.0047777965563504735 3.3320307221883403 106.57180697917516
5.207643722678789 1908.9573707914399 5.998963160049814 0.0020535725567782936 3.560928225203528 78.30822747485988
3.428801090087924 1907.6420492071004 8.422808057061308 0.0035605673788469535 3.6786509001551355 72.39175907500389
3.871731560140095 1906.785652858948 7.9037359124691635 -0.006794003396211932 3.56580071682938 76.70569222326436
4.501623481101963 1908.6195790507759 7.797616913140276 0.0013424200524453775 3.66648833211949 87.98750374993848
3.9974281184354816 1907.7478117727512 9.122757746365775 -0.001672768038751458 3.4858479452505313 91.41063789053
4.367226419919839 1907.4112850240253 7.6531175077703555 -0.0014719498963132423 3.643375250756237 83.77877857682627
4.11573697291446 1906.1528324703393 9.103839488233818 0.00039225173747813816 3.3106711617438713 93.92087682333312
4.256299114269566 1909.0982159354594 7.246220043467206 -0.0072824104238064825 3.7674503883996415 77.30962965814811
4.3150127733952335 1907.3850993255496 9.73052074689997 -0.004469461827029905 3.333643519126461 105.24660678334537
4.208908024989065 1908.3656346619205 8.957798722182357 -0.011007580181619216 3.5618902964297714 94.50628018191554
3.747797302007987 1905.3595446612803 9.403143893173056 0.005837852808624611 3.376534520434547 88.33628082179152
6.277439759653764 1908.9712129145369 5.195520527185828 0.0033949178561901642 3.631990461487547 81.7525961315392
3.571051379138863 1906.1733478051553 9.864744583544427 0.0015045490712200496 3.6422273860827286 88.3022719839861
4.294758262111482 1906.8492949326585 10.250559344306529 0.0032283752415022526 3.3624974352164 110.35098709248372
3.879256841242337 1907.8139591127263 8.528112547641879 -0.011734037128328417 3.5255184743033543 82.92612883757297
4.150041284067613 1905.0214420823363 9.16467288675663 0.005160952302196741 3.711497406366528 95.33652536588481
4.07324958354222 1907.6559988071106 12.272698830362922 -0.005260283735441075 3.391583628497877 125.30575939309576
3.7733655119552045 1906.93361616204 7.60382335478885 -0.006887359745735383 3.583587370141703 71.9201905024673
4.18805491068035 1907.3017874022871 7.076569406434839 -0.000964405149763469 3.73957746356415 74.28909571471763
3.650344563912923 1907.6824444165895 8.141993248421239 0.0013007325016306112 3.5845925106781653 74.49970147030686
4.638209395955507 1906.1428984719926 9.559161112370205 -0.005727175933661186 3.331155315341083 111.13735762535326
4.527878125904799 1907.7590125868994 6.093235952244273 -0.009438764011837783 3.6472864526626956 69.15644477788085
3.8505479310194564 1908.4947047007893 8.703769313117006 0.0041712161836082295 3.6385992527232185 84.00784415973615
3.5891920362003074 1909.5044406540828 6.720219746878777 -0.003266350951535265 3.600278095524528 60.460273031834625
3.8229507630748447 1905.9858731608845 9.015330550238486 0.0038643313517384035 3.513591225618274 86.39135659355499
